AssetID,County,Habitat_Type,Fossitt,Area_m2,Area_ha
MEHH118,Donegal,Heath and dense bracken,HH1,26866.03,3
MEHH31,Donegal,Heath and dense bracken,HH3,125656.96,13
MEHH32,Donegal,Heath and dense bracken,HH3,208820.11,21
MEHH33,Donegal,Heath and dense bracken,HH3,24631.89,2
MEHH34,Donegal,Heath and dense bracken,HH3,5534.08,1
MEHH35,Donegal,Heath and dense bracken,HH3,1940.25,0
MEHH36,Donegal,Heath and dense bracken,HH3,2290.82,0
MEHH37,Donegal,Heath and dense bracken,HH3,9396.83,1
MEWD41,Donegal,Woodland and scrub,WD4,22595.03,2
MEWD43,Donegal,Woodland and scrub,WD4,16015.24,2
MEWD44,Donegal,Woodland and scrub,WD4,10167.87,1
MEWD45,Donegal,Woodland and scrub,WD4,7243.81,1
MEWD46,Donegal,Woodland and scrub,WD4,115990.55,12
MEWD47,Donegal,Woodland and scrub,WD4,40616.56,4
MEWD49,Donegal,Woodland and scrub,WD4,48405.17,5
MEWD410,Donegal,Woodland and scrub,WD4,80557.95,8
MEWD411,Donegal,Woodland and scrub,WD4,3624.5,0
MEWD412,Donegal,Woodland and scrub,WD4,28853.51,3
MEWD413,Donegal,Woodland and scrub,WD4,21741.29,2
MEWD414,Donegal,Woodland and scrub,WD4,10087.35,1
MEWD415,Donegal,Woodland and scrub,WD4,47187.53,5
MEWD416,Donegal,Woodland and scrub,WD4,11035.49,1
MEWD417,Donegal,Woodland and scrub,WD4,71173.73,7
MEWD418,Donegal,Woodland and scrub,WD4,17214.87,2
MEWD419,Donegal,Woodland and scrub,WD4,245016.16,25
MEWD420,Donegal,Woodland and scrub,WD4,37449.94,4
MEWD421,Donegal,Woodland and scrub,WD4,103227.95,10
MEWD423,Donegal,Woodland and scrub,WD4,239957.9,24
MEWD424,Donegal,Woodland and scrub,WD4,35979.91,4
MEWD425,Donegal,Woodland and scrub,WD4,4511.89,0
MEWD426,Donegal,Woodland and scrub,WD4,7298.49,1
MEWD427,Donegal,Woodland and scrub,WD4,24949.73,2
MEWD428,Donegal,Woodland and scrub,WD4,157406.19,16
MEWD429,Donegal,Woodland and scrub,WD4,67581.09,7
MEWD430,Donegal,Woodland and scrub,WD4,332616.88,33
MEWD431,Donegal,Woodland and scrub,WD4,151151.86,15
MEWD432,Donegal,Woodland and scrub,WD4,57295.13,6
MEWD433,Donegal,Woodland and scrub,WD4,20459.08,2
MEWD434,Donegal,Woodland and scrub,WD4,3230.39,0
MEWD435,Donegal,Woodland and scrub,WD4,44309.07,4
MEWD436,Donegal,Woodland and scrub,WD4,2523.65,0
MEWD437,Donegal,Woodland and scrub,WD4,16812.73,2
MEWD438,Donegal,Woodland and scrub,WD4,188618.15,19
MEWD439,Donegal,Woodland and scrub,WD4,11750.41,1
MEWD440,Donegal,Woodland and scrub,WD4,21415.01,2
MEWD441,Donegal,Woodland and scrub,WD4,43519.18,4
MEWD442,Donegal,Woodland and scrub,WD4,10624.84,1
MEWD443,Donegal,Woodland and scrub,WD4,62948.71,6
MEWD444,Donegal,Woodland and scrub,WD4,19478.15,2
MEWD445,Donegal,Woodland and scrub,WD4,12311.1,1
MEWD446,Donegal,Woodland and scrub,WD4,50920.08,5
MEWD447,Donegal,Woodland and scrub,WD4,81344.53,8
MEWD448,Donegal,Woodland and scrub,WD4,692853.02,69
MEWD449,Donegal,Woodland and scrub,WD4,8675.98,1
MEWD450,Donegal,Woodland and scrub,WD4,25962.68,3
MEWD451,Donegal,Woodland and scrub,WD4,90639.63,9
MEWD452,Donegal,Woodland and scrub,WD4,30526.32,3
MEWD454,Donegal,Woodland and scrub,WD4,23550.17,2
MEWD455,Donegal,Woodland and scrub,WD4,34017.13,3
MEWD456,Donegal,Woodland and scrub,WD4,37567.85,4
MEWD457,Donegal,Woodland and scrub,WD4,20339.59,2
MEWD458,Donegal,Woodland and scrub,WD4,21113.25,2
MEWD459,Donegal,Woodland and scrub,WD4,31525.69,3
MEWD460,Donegal,Woodland and scrub,WD4,61143.75,6
MEWD461,Donegal,Woodland and scrub,WD4,67979.64,7
MEWD462,Donegal,Woodland and scrub,WD4,41080.9,4
MEWD463,Donegal,Woodland and scrub,WD4,10275.2,1
MEWD464,Donegal,Woodland and scrub,WD4,20620.6,2
MEWD465,Donegal,Woodland and scrub,WD4,55962.68,6
MEWD466,Donegal,Woodland and scrub,WD4,53396.73,5
MEWD467,Donegal,Woodland and scrub,WD4,92462.1,9
MEWD468,Donegal,Woodland and scrub,WD4,41869.52,4
MEWD469,Donegal,Woodland and scrub,WD4,21225.35,2
MEWD470,Donegal,Woodland and scrub,WD4,2685.78,0
MEWD471,Donegal,Woodland and scrub,WD4,36508.79,4
MEWD472,Donegal,Woodland and scrub,WD4,3659.1,0
MEWD473,Donegal,Woodland and scrub,WD4,85961.88,9
MEWD474,Donegal,Woodland and scrub,WD4,25291.09,3
ADWD11,Galway,Woodland and scrub,WD1,1721.25,0
ADWD12,Galway,Woodland and scrub,WD1,5579.23,1
ADED22,Galway,Exposed rock and disturbed ground,ED2,11706.02,1
ADED23,Galway,Exposed rock and disturbed ground,ED2,76399.89,8
ADED24,Galway,Exposed rock and disturbed ground,ED2,178256.72,18
ADED27,Galway,Exposed rock and disturbed ground,ED2,178723.18,18
ADED28,Galway,Exposed rock and disturbed ground,ED2,100840.18,10
ADED29,Galway,Exposed rock and disturbed ground,ED2,16082.34,2
ADBL31,Galway,Cultivated and built land,BL3,27552.54,3
ADBL32,Galway,Cultivated and built land,BL3,11324.73,1
ADBL33,Galway,Cultivated and built land,BL3,15342.79,2
ADED31,Galway,Exposed rock and disturbed ground,ED3,10997.21,1
ADED32,Galway,Exposed rock and disturbed ground,ED3,8958.05,1
ADED33,Galway,Exposed rock and disturbed ground,ED3,3327.75,0
ADED34,Galway,Exposed rock and disturbed ground,ED3,6762.73,1
ADED35,Galway,Exposed rock and disturbed ground,ED3,5818.88,1
ADHH13,Galway,Heath and dense bracken,HH1,20227.89,2
ADHH14,Galway,Heath and dense bracken,HH1,2970.83,0
ADGS21,Galway,Grassland and marsh,GS2,13736.36,1
ADGS22,Galway,Grassland and marsh,GS2,1803.63,0
ADGS23,Galway,Grassland and marsh,GS2,5021.89,1
ADPB41,Galway,Peatlands,PB4,22167.17,2
ADPB42,Galway,Peatlands,PB4,11092.07,1
ADPB43,Galway,Peatlands,PB4,5139.54,1
ADPB44,Galway,Peatlands,PB4,3423.32,0
ADPB45,Galway,Peatlands,PB4,2378.03,0
ADPB46,Galway,Peatlands,PB4,7956.33,1
ADPB47,Galway,Peatlands,PB4,2415.44,0
ADPB48,Galway,Peatlands,PB4,5645.17,1
ADPB49,Galway,Peatlands,PB4,1977.54,0
ADPB410,Galway,Peatlands,PB4,30214.75,3
ADPB411,Galway,Peatlands,PB4,7945.41,1
ADPB412,Galway,Peatlands,PB4,23832.96,2
ADPB413,Galway,Peatlands,PB4,26066.07,3
ADPB414,Galway,Peatlands,PB4,7486.68,1
ADPB415,Galway,Peatlands,PB4,26946.16,3
ADPB416,Galway,Peatlands,PB4,4412.45,0
ADPB417,Galway,Peatlands,PB4,18299.04,2
ADPB418,Galway,Peatlands,PB4,3291.88,0
ADPB419,Galway,Peatlands,PB4,4851.71,0
ADPB420,Galway,Peatlands,PB4,3167.57,0
ADPB421,Galway,Peatlands,PB4,1905.75,0
ADPB422,Galway,Peatlands,PB4,2027.54,0
ADPB423,Galway,Peatlands,PB4,3150.4,0
ADPB424,Galway,Peatlands,PB4,1746.86,0
ADPB426,Galway,Peatlands,PB4,8506.01,1
ADPB427,Galway,Peatlands,PB4,5441.62,1
ADPB428,Galway,Peatlands,PB4,2641.52,0
ADPB429,Galway,Peatlands,PB4,15322.54,2
ADPB430,Galway,Peatlands,PB4,2796.48,0
ADPB431,Galway,Peatlands,PB4,4832.37,0
ADPB433,Galway,Peatlands,PB4,3923.81,0
ADPB434,Galway,Peatlands,PB4,14369.3,1
ADPB435,Galway,Peatlands,PB4,3503.31,0
ADPB436,Galway,Peatlands,PB4,8504.33,1
ADPB438,Galway,Peatlands,PB4,7811.73,1
ADPB439,Galway,Peatlands,PB4,18389.6,2
ADPB440,Galway,Peatlands,PB4,4651.44,0
ADPB441,Galway,Peatlands,PB4,15169.35,2
ADPB442,Galway,Peatlands,PB4,5137.74,1
ADPB443,Galway,Peatlands,PB4,21075.41,2
ADPB444,Galway,Peatlands,PB4,4275.95,0
ADPB445,Galway,Peatlands,PB4,3512.1,0
ADPB447,Galway,Peatlands,PB4,4272.05,0
ADPB448,Galway,Peatlands,PB4,2582.77,0
ADPB450,Galway,Peatlands,PB4,1029.04,0
ADPB451,Galway,Peatlands,PB4,1987.77,0
ADPB452,Galway,Peatlands,PB4,6144.55,1
ADPB453,Galway,Peatlands,PB4,8855.28,1
ADPB454,Galway,Peatlands,PB4,847.2,0
ADPB455,Galway,Peatlands,PB4,2169.27,0
ADPB456,Galway,Peatlands,PB4,1174.62,0
ADPB457,Galway,Peatlands,PB4,8689.83,1
ADPB458,Galway,Peatlands,PB4,2087.97,0
ADPB461,Galway,Peatlands,PB4,774.78,0
ADPB462,Galway,Peatlands,PB4,5760.99,1
ADPB463,Galway,Peatlands,PB4,2725.83,0
ADPB464,Galway,Peatlands,PB4,1192.1,0
ADPB465,Galway,Peatlands,PB4,1165.45,0
ADPB467,Galway,Peatlands,PB4,1446.04,0
ADPB468,Galway,Peatlands,PB4,5693.97,1
ADPB469,Galway,Peatlands,PB4,1537.5,0
ADPB470,Galway,Peatlands,PB4,757.8,0
ADPB471,Galway,Peatlands,PB4,4646.92,0
ADPB472,Galway,Peatlands,PB4,4716.39,0
ADPB473,Galway,Peatlands,PB4,14467.3,1
ADPB474,Galway,Peatlands,PB4,4483.54,0
ADPB475,Galway,Peatlands,PB4,4511,0
ADPB476,Galway,Peatlands,PB4,15086,2
ADPB477,Galway,Peatlands,PB4,28904.74,3
ADPB478,Galway,Peatlands,PB4,14116.49,1
ADPB479,Galway,Peatlands,PB4,3173.21,0
ADPB480,Galway,Peatlands,PB4,2243.01,0
ADPB481,Galway,Peatlands,PB4,2554.64,0
ADPB482,Galway,Peatlands,PB4,9333.44,1
ADPB484,Galway,Peatlands,PB4,6675.81,1
ADPB486,Galway,Peatlands,PB4,8857.34,1
ADPB488,Galway,Peatlands,PB4,11360.08,1
ADPB489,Galway,Peatlands,PB4,6397.93,1
ADPB490,Galway,Peatlands,PB4,14739.18,1
ADPB491,Galway,Peatlands,PB4,9677.3,1
ADPB492,Galway,Peatlands,PB4,70915.36,7
ADPB493,Galway,Peatlands,PB4,7171.41,1
ADPB494,Galway,Peatlands,PB4,7029.23,1
ADPB495,Galway,Peatlands,PB4,1150.2,0
ADPB496,Galway,Peatlands,PB4,8336.27,1
ADPB497,Galway,Peatlands,PB4,369.99,0
ADPB498,Galway,Peatlands,PB4,6969.81,1
ADPB499,Galway,Peatlands,PB4,1265.13,0
ADPB4100,Galway,Peatlands,PB4,17048.78,2
ADPB4101,Galway,Peatlands,PB4,8791.99,1
ADPB4102,Galway,Peatlands,PB4,16629.14,2
ADPB4103,Galway,Peatlands,PB4,4826.93,0
ADPB4104,Galway,Peatlands,PB4,17275.88,2
ADPB4105,Galway,Peatlands,PB4,1992.04,0
ADPB4106,Galway,Peatlands,PB4,127895.44,13
ADPB4107,Galway,Peatlands,PB4,11863.01,1
ADPB4108,Galway,Peatlands,PB4,15019.61,2
ADPB4109,Galway,Peatlands,PB4,14854.35,1
ADPB4110,Galway,Peatlands,PB4,17349.07,2
ADPB4112,Galway,Peatlands,PB4,13706.76,1
ADPB4113,Galway,Peatlands,PB4,2332.02,0
ADPB4114,Galway,Peatlands,PB4,1642.84,0
ADPB4115,Galway,Peatlands,PB4,3953.46,0
ADPB4116,Galway,Peatlands,PB4,5629.8,1
ADPB4117,Galway,Peatlands,PB4,4599.76,0
ADPB4118,Galway,Peatlands,PB4,10350.9,1
ADFL11,Galway,Freshwater,FL1,10676.24,1
ADFL21,Galway,Freshwater,FL2,154713.35,15
ADFL22,Galway,Freshwater,FL2,67706.8,7
ADFL23,Galway,Freshwater,FL2,6773.14,1
ADFL25,Galway,Freshwater,FL2,20775.89,2
ADFS11,Galway,Freshwater,FS1,5481.05,1
ADFS12,Galway,Freshwater,FS1,3865.07,0
ADWS11,Galway,Woodland and scrub,WS1,2714.81,0
ADWS12,Galway,Woodland and scrub,WS1,14431.56,1
ADWS13,Galway,Woodland and scrub,WS1,15577.43,2
ADWS14,Galway,Woodland and scrub,WS1,42738.79,4
ADWS15,Galway,Woodland and scrub,WS1,41069.09,4
ADWS16,Galway,Woodland and scrub,WS1,37449.09,4
ADWS19,Galway,Woodland and scrub,WS1,11945.05,1
ADWS110,Galway,Woodland and scrub,WS1,1942.64,0
ADWS111,Galway,Woodland and scrub,WS1,48906.55,5
ADWS112,Galway,Woodland and scrub,WS1,3592.32,0
ADWS113,Galway,Woodland and scrub,WS1,4761.82,0
ADWS114,Galway,Woodland and scrub,WS1,9958.6,1
ADWS115,Galway,Woodland and scrub,WS1,51911.7,5
ADWS116,Galway,Woodland and scrub,WS1,8901.81,1
ADWS117,Galway,Woodland and scrub,WS1,40302.94,4
ADWS118,Galway,Woodland and scrub,WS1,41034.5,4
ADWS119,Galway,Woodland and scrub,WS1,48507.33,5
ADWS120,Galway,Woodland and scrub,WS1,19575.07,2
ADWS121,Galway,Woodland and scrub,WS1,8385.3,1
ADPF11,Galway,Peatlands,PF1,69236.69,7
ADHD11,Galway,Heath and dense bracken,HD1,1137.21,0
ADHD12,Galway,Heath and dense bracken,HD1,1965.53,0
ADHD13,Galway,Heath and dense bracken,HD1,3891.54,0
ADPB31,Galway,Peatlands,PB3,6113.56,1
ADHH31,Galway,Heath and dense bracken,HH3,26217.15,3
ADHH32,Galway,Heath and dense bracken,HH3,50433.61,5
ADHH33,Galway,Heath and dense bracken,HH3,169121.29,17
ADHH35,Galway,Heath and dense bracken,HH3,60537.41,6
ADHH36,Galway,Heath and dense bracken,HH3,192165.36,19
ADHH38,Galway,Heath and dense bracken,HH3,9290.4,1
ADHH310,Galway,Heath and dense bracken,HH3,2855.66,0
ADHH311,Galway,Heath and dense bracken,HH3,4520.75,0
ADHH314,Galway,Heath and dense bracken,HH3,4082.99,0
ADHH315,Galway,Heath and dense bracken,HH3,1492.26,0
ADHH316,Galway,Heath and dense bracken,HH3,15003,2
ADHH317,Galway,Heath and dense bracken,HH3,6526.5,1
ADHH318,Galway,Heath and dense bracken,HH3,50173.74,5
ADHH319,Galway,Heath and dense bracken,HH3,4106,0
ADWS51,Galway,Woodland and scrub,WS5,245979.01,25
ADWS52,Galway,Woodland and scrub,WS5,19559.89,2
ADWS53,Galway,Woodland and scrub,WS5,94533.03,9
ADWS54,Galway,Woodland and scrub,WS5,45349.68,5
ADWS55,Galway,Woodland and scrub,WS5,27010.97,3
ADWS56,Galway,Woodland and scrub,WS5,43041.7,4
ADWS58,Galway,Woodland and scrub,WS5,73663.31,7
ADWS59,Galway,Woodland and scrub,WS5,27029.26,3
ADWS510,Galway,Woodland and scrub,WS5,4763.97,0
ADWS512,Galway,Woodland and scrub,WS5,39266.62,4
ADWS513,Galway,Woodland and scrub,WS5,20478.91,2
ADWS514,Galway,Woodland and scrub,WS5,138477.01,14
ADWS515,Galway,Woodland and scrub,WS5,113162.21,11
ADWS516,Galway,Woodland and scrub,WS5,110547.89,11
ADWS517,Galway,Woodland and scrub,WS5,64353.13,6
ADWS518,Galway,Woodland and scrub,WS5,31486.68,3
ADWS519,Galway,Woodland and scrub,WS5,90179.23,9
ADWS520,Galway,Woodland and scrub,WS5,79266.35,8
ADWS521,Galway,Woodland and scrub,WS5,49559.48,5
ADWS522,Galway,Woodland and scrub,WS5,55350.69,6
ADWS21,Galway,Woodland and scrub,WS2,16452.81,2
ADWS22,Galway,Woodland and scrub,WS2,149352.48,15
ADWS23,Galway,Woodland and scrub,WS2,82925.17,8
ADWS24,Galway,Woodland and scrub,WS2,19506.1,2
ADWS26,Galway,Woodland and scrub,WS2,35002.18,4
ADWS27,Galway,Woodland and scrub,WS2,128905.91,13
ADWS28,Galway,Woodland and scrub,WS2,70946.26,7
ADWS29,Galway,Woodland and scrub,WS2,53127.22,5
ADWS210,Galway,Woodland and scrub,WS2,4955.07,1
ADWD31,Galway,Woodland and scrub,WD3,51743.78,5
ADWD32,Galway,Woodland and scrub,WD3,57886.1,6
ADWD33,Galway,Woodland and scrub,WD3,24388.35,2
ADWD34,Galway,Woodland and scrub,WD3,81887.44,8
ADWD35,Galway,Woodland and scrub,WD3,15141.51,2
ADWD36,Galway,Woodland and scrub,WD3,25666.71,3
ADPF21,Galway,Peatlands,PF2,7450.13,1
ADPF22,Galway,Peatlands,PF2,15556.19,2
ADPF23,Galway,Peatlands,PF2,13827.07,1
ADPF24,Galway,Peatlands,PF2,88268.24,9
ADPF25,Galway,Peatlands,PF2,106855.83,11
ADPF26,Galway,Peatlands,PF2,69281.5,7
ADWD42,Galway,Woodland and scrub,WD4,83034.81,8
ADWD43,Galway,Woodland and scrub,WD4,30546.22,3
ADWD44,Galway,Woodland and scrub,WD4,48433.3,5
ADWD46,Galway,Woodland and scrub,WD4,20770.83,2
ADWD47,Galway,Woodland and scrub,WD4,33164.52,3
ADWD49,Galway,Woodland and scrub,WD4,51426.39,5
ADWD410,Galway,Woodland and scrub,WD4,75029.95,8
ADWD411,Galway,Woodland and scrub,WD4,87363.11,9
ADWD412,Galway,Woodland and scrub,WD4,103420.83,10
ADWD413,Galway,Woodland and scrub,WD4,506819.18,51
ADWD414,Galway,Woodland and scrub,WD4,33527.76,3
ADWD415,Galway,Woodland and scrub,WD4,257250.35,26
ADWD416,Galway,Woodland and scrub,WD4,212687.94,21
ADWD419,Galway,Woodland and scrub,WD4,28381.65,3
ADWD420,Galway,Woodland and scrub,WD4,161926.68,16
ADWD421,Galway,Woodland and scrub,WD4,69445.62,7
ADWD423,Galway,Woodland and scrub,WD4,66424.11,7
ADWD424,Galway,Woodland and scrub,WD4,86010.81,9
ADWD425,Galway,Woodland and scrub,WD4,65133.87,7
ADWD426,Galway,Woodland and scrub,WD4,225287.59,23
ADWD427,Galway,Woodland and scrub,WD4,159197.48,16
ADWD428,Galway,Woodland and scrub,WD4,39866.22,4
ADWD430,Galway,Woodland and scrub,WD4,23902.29,2
ADWD431,Galway,Woodland and scrub,WD4,8179.58,1
ADWD432,Galway,Woodland and scrub,WD4,75337.88,8
ADWD433,Galway,Woodland and scrub,WD4,363683.61,36
ADWD435,Galway,Woodland and scrub,WD4,28193.09,3
ADWD436,Galway,Woodland and scrub,WD4,52469.47,5
ADWD437,Galway,Woodland and scrub,WD4,18810.78,2
ADWD439,Galway,Woodland and scrub,WD4,2008.58,0
ADWD440,Galway,Woodland and scrub,WD4,6425.12,1
ADWD441,Galway,Woodland and scrub,WD4,36051.85,4
ADWD442,Galway,Woodland and scrub,WD4,47171.65,5
ADWD443,Galway,Woodland and scrub,WD4,102893.09,10
ADWD444,Galway,Woodland and scrub,WD4,348142.01,35
ADWD445,Galway,Woodland and scrub,WD4,82751.09,8
ADWD446,Galway,Woodland and scrub,WD4,143899.89,14
ADWD447,Galway,Woodland and scrub,WD4,81390.17,8
ADWD448,Galway,Woodland and scrub,WD4,25910.65,3
ADWD449,Galway,Woodland and scrub,WD4,23445.05,2
ADWD450,Galway,Woodland and scrub,WD4,59882.73,6
ADWD451,Galway,Woodland and scrub,WD4,112817.57,11
ADWD452,Galway,Woodland and scrub,WD4,86794.64,9
ADWD453,Galway,Woodland and scrub,WD4,86416.98,9
ADWD454,Galway,Woodland and scrub,WD4,85440.33,9
ADWD455,Galway,Woodland and scrub,WD4,36507.99,4
ADWD456,Galway,Woodland and scrub,WD4,58219.76,6
ADWD457,Galway,Woodland and scrub,WD4,45766.9,5
ADWD458,Galway,Woodland and scrub,WD4,191980.79,19
ADWD459,Galway,Woodland and scrub,WD4,11176.2,1
ADWD460,Galway,Woodland and scrub,WD4,4872.1,0
ADWD461,Galway,Woodland and scrub,WD4,27286.06,3
ADWD462,Galway,Woodland and scrub,WD4,85401.54,9
ADWD463,Galway,Woodland and scrub,WD4,59122.87,6
ADWD465,Galway,Woodland and scrub,WD4,111397.17,11
ADWD467,Galway,Woodland and scrub,WD4,137124.82,14
ADWD468,Galway,Woodland and scrub,WD4,36017.79,4
ADWD469,Galway,Woodland and scrub,WD4,23967.28,2
ADWD470,Galway,Woodland and scrub,WD4,76636,8
ADWD471,Galway,Woodland and scrub,WD4,34093.11,3
ADWD472,Galway,Woodland and scrub,WD4,95976.59,10
ADWD473,Galway,Woodland and scrub,WD4,127474.31,13
ADWD474,Galway,Woodland and scrub,WD4,137173,14
ADWD475,Galway,Woodland and scrub,WD4,9415.44,1
ADWD476,Galway,Woodland and scrub,WD4,74603.08,7
ADWD477,Galway,Woodland and scrub,WD4,39845.51,4
ADWD478,Galway,Woodland and scrub,WD4,35557.21,4
ADWD479,Galway,Woodland and scrub,WD4,102839.4,10
ADWD480,Galway,Woodland and scrub,WD4,33025.83,3
ADWD481,Galway,Woodland and scrub,WD4,49668.52,5
ADWD482,Galway,Woodland and scrub,WD4,130007.32,13
ADWD483,Galway,Woodland and scrub,WD4,134566.44,13
ADWD484,Galway,Woodland and scrub,WD4,61683.81,6
ADWD485,Galway,Woodland and scrub,WD4,143309.23,14
ADWD486,Galway,Woodland and scrub,WD4,96344.84,10
ADWD487,Galway,Woodland and scrub,WD4,60607.4,6
ADWD488,Galway,Woodland and scrub,WD4,75945.6,8
ADWD489,Galway,Woodland and scrub,WD4,65399.83,7
ADWD490,Galway,Woodland and scrub,WD4,22344.64,2
ADWD491,Galway,Woodland and scrub,WD4,10253.19,1
ADWD492,Galway,Woodland and scrub,WD4,82502.89,8
ADWD493,Galway,Woodland and scrub,WD4,39783.17,4
ADWD494,Galway,Woodland and scrub,WD4,11730.75,1
ADWD495,Galway,Woodland and scrub,WD4,25095.56,3
ADWD496,Galway,Woodland and scrub,WD4,68543.49,7
ADWD497,Galway,Woodland and scrub,WD4,25405.38,3
ADWD499,Galway,Woodland and scrub,WD4,303090.79,30
ADWD4101,Galway,Woodland and scrub,WD4,63629.37,6
ADWD4102,Galway,Woodland and scrub,WD4,48537.21,5
ADWD4103,Galway,Woodland and scrub,WD4,31990.52,3
ADWD4104,Galway,Woodland and scrub,WD4,316097.99,32
ADWD4106,Galway,Woodland and scrub,WD4,181223.45,18
ADWD4107,Galway,Woodland and scrub,WD4,18640.04,2
ADWD4108,Galway,Woodland and scrub,WD4,9759.63,1
ADWD4109,Galway,Woodland and scrub,WD4,432580.01,43
ADWD4110,Galway,Woodland and scrub,WD4,246204.19,25
ADWD4111,Galway,Woodland and scrub,WD4,13606.18,1
ADWD4112,Galway,Woodland and scrub,WD4,2209.57,0
ADWD4113,Galway,Woodland and scrub,WD4,14065.93,1
ADWD4114,Galway,Woodland and scrub,WD4,130060.64,13
ADWD4115,Galway,Woodland and scrub,WD4,349485.19,35
ADWD4117,Galway,Woodland and scrub,WD4,123701.23,12
ADWD4118,Galway,Woodland and scrub,WD4,22506.21,2
ADWD4119,Galway,Woodland and scrub,WD4,1799.6,0
ADWD4120,Galway,Woodland and scrub,WD4,51291.73,5
ADWD4121,Galway,Woodland and scrub,WD4,1978.97,0
ADWD4122,Galway,Woodland and scrub,WD4,1773.45,0
ADWD21,Galway,Woodland and scrub,WD2,11295.09,1
ADWD22,Galway,Woodland and scrub,WD2,10115.57,1
ADWD23,Galway,Woodland and scrub,WD2,36596.47,4
ADWD24,Galway,Woodland and scrub,WD2,20314.02,2
ADWD25,Galway,Woodland and scrub,WD2,15053.83,2
ADWD26,Galway,Woodland and scrub,WD2,16492.67,2
